TimeMS,Time,Min,Memory Usage,CPU Frequency,CPU Load,Wi-Fi RSSI Level,Screen Bright,Battery,Download,Upload,Quality
3890060,3890,01:04:50,1814180,1248000,40,-59,126,64,966,9,720
3900060,3900,01:05:00,1797952,546000,40,-66,126,64,966,9,720
3910060,3910,01:05:10,1819824,1586000,40,-63,126,64,966,9,720
3920060,3920,01:05:20,1803576,546000,40,-64,126,64,966,9,720
3930060,3930,01:05:30,1825556,1586000,44,-59,255,63,823,8,720
3940060,3940,01:05:40,1808472,1586000,44,-59,255,63,823,8,720
3950060,3950,01:05:50,1803296,1586000,44,-59,255,63,823,8,720
3960060,3960,01:06:00,1824180,1586000,44,-59,255,63,823,8,720
3970060,3970,01:06:10,1815328,1014000,44,-65,255,63,823,8,720
3980060,3980,01:06:20,1804940,1586000,44,-60,255,63,823,8,720
3990060,3990,01:06:30,1828324,1586000,44,-73,255,63,823,8,720
4000060,4000,01:06:40,1800812,902000,44,-73,255,63,823,8,720
4010060,4010,01:06:50,1789828,676000,44,-63,255,63,823,8,720
4020060,4020,01:07:00,1826112,757000,44,-63,255,63,823,8,720
4030060,4030,01:07:10,1806324,757000,44,-63,255,63,823,8,720
4040060,4040,01:07:20,1805932,902000,44,-65,255,63,823,8,720
4050060,4050,01:07:30,1824704,1014000,44,-62,255,63,823,8,720
4060060,4060,01:07:40,1811116,676000,44,-65,255,63,823,8,720
4070060,4070,01:07:50,1810824,839000,44,-65,255,63,823,8,720
4080060,4080,01:08:00,1802212,757000,44,-60,255,63,823,8,720
4090060,4090,01:08:10,1813708,546000,44,-64,255,63,823,8,720
4100060,4100,01:08:20,1818496,1144000,44,-64,255,63,823,8,720
4110060,4110,01:08:30,1768104,676000,44,-59,255,63,823,8,720
4120060,4120,01:08:40,1796840,902000,44,-65,255,63,823,8,720
4130060,4130,01:08:50,1798840,1014000,44,-65,255,63,823,8,720
4140060,4140,01:09:00,1825740,902000,44,-58,255,63,823,8,720
4150060,4150,01:09:10,1785440,757000,44,-64,255,62,823,8,720
4160060,4160,01:09:20,1797888,1482000,44,-64,255,62,823,8,720
4170060,4170,01:09:30,1818208,546000,44,-60,255,62,823,8,720
4180060,4180,01:09:40,1818596,1586000,44,-65,255,62,823,8,720
4190060,4190,01:09:50,1824656,1586000,44,-63,255,62,823,8,720
4200060,4200,01:10:00,1806228,1586000,44,-64,255,62,823,8,720
4210060,4210,01:10:10,1825040,1586000,44,-63,255,62,823,8,720
4220060,4220,01:10:20,1776140,1586000,44,-65,255,62,823,8,720
4230060,4230,01:10:30,1776368,1248000,44,-62,255,62,823,8,720
4240060,4240,01:10:40,1777932,839000,44,-64,255,62,823,8,720
4250060,4250,01:10:50,1779052,839000,44,-64,255,62,823,8,720
4260060,4260,01:11:00,1792428,902000,44,-63,255,62,823,8,720
4270060,4270,01:11:10,1811772,902000,44,-64,255,62,823,8,720
4280060,4280,01:11:20,1821676,1248000,44,-62,255,62,823,8,720
4290060,4290,01:11:30,1798432,1014000,44,-64,255,62,823,8,720
4300060,4300,01:11:40,1815480,1144000,44,-64,255,62,823,8,720
4310060,4310,01:11:50,1824668,1586000,44,-57,255,62,823,8,720
4320060,4320,01:12:00,1814528,902000,44,-64,255,62,823,8,720
4330060,4330,01:12:10,1812052,757000,44,-60,255,62,823,8,720
4340060,4340,01:12:20,1810336,839000,44,-64,255,62,823,8,720
4350060,4350,01:12:30,1788168,757000,44,-62,255,62,823,8,720
4360060,4360,01:12:40,1805344,902000,44,-62,255,62,823,8,720
4370060,4370,01:12:50,1825968,1586000,44,-64,255,62,823,8,720
4380060,4380,01:13:00,1797040,676000,44,-63,255,62,823,8,720
4390060,4390,01:13:10,1816492,902000,44,-64,255,62,823,8,720
4400060,4400,01:13:20,1789576,902000,44,-56,255,62,823,8,720
4410060,4410,01:13:30,1809356,902000,44,-64,255,62,823,8,720
4420060,4420,01:13:40,1782116,902000,44,-63,255,62,823,8,720
4430060,4430,01:13:50,1816880,1586000,44,-63,255,61,823,8,720
4440060,4440,01:14:00,1796196,902000,44,-64,255,61,823,8,720
4450060,4450,01:14:10,1808564,1586000,44,-63,255,61,823,8,720
4460060,4460,01:14:20,1810656,1352000,44,-64,255,61,823,8,720
4470060,4470,01:14:30,1819488,1586000,44,-63,255,61,823,8,720
4480060,4480,01:14:40,1814972,1586000,44,-63,255,61,823,8,720
4490060,4490,01:14:50,1824412,1248000,44,-64,255,61,823,8,720
4500060,4500,01:15:00,1825200,1248000,44,-57,255,61,823,8,720
4510060,4510,01:15:10,1811388,1352000,44,-57,255,61,823,8,720
4520060,4520,01:15:20,1811256,1248000,44,-64,255,61,823,8,720
4530060,4530,01:15:30,1819720,839000,44,-64,255,61,823,8,720
4540060,4540,01:15:40,1803816,902000,44,-63,255,61,823,8,720
4550060,4550,01:15:50,1813212,1248000,44,-64,255,61,823,8,720
4560060,4560,01:16:00,1804116,676000,44,-63,255,61,823,8,720
4570060,4570,01:16:10,1812492,757000,44,-64,255,61,823,8,720
4580060,4580,01:16:20,1795580,1014000,44,-59,255,61,823,8,720
4590060,4590,01:16:30,1789156,1248000,44,-65,255,61,823,8,720
4600060,4600,01:16:40,1817648,546000,44,-65,255,61,823,8,720
4610060,4610,01:16:50,1786348,546000,44,-63,255,61,823,8,720
